title,imdb_id,tmdb_id,original_title,adult,belongs_to_collection,poster_path,budget,genres,homepage,overview,popularity,production_companies,production_countries,release_date,spoken_languages,status,vote_average,vote_count,movie_id,original_language
35 Shots of Rum,tt1100048,26191.0,35 Rhums,False,,/47dvpZzZNelNedLOFEqqS4NUVTd.jpg,0.0,,,"A widowed metro conductor, approaching retirement, lives with his beautiful grown daughter – the object of a neighbor’s romantic interest. The man’s former girlfriend also lives in their building and plays a role in their closely-knit lives. 35 Shots of Rum considers the mysterious complexities that surround evolving relationships, whether romantic or parental.",1.636869,,,2009-02-18,,Released,6.5,19.0,35+shots+of+rum+2009,fr
36th Precinct,tt0390808,7291.0,36 Quai des Orfèvres,False,,/5W9f6HDYUuzxKYkO7stA0z7Dhdz.jpg,0.0,,,"The Film takes place in Paris,where two cops are competing for the vacant seat of chief of police while in the middle of a search for a gang of violent thieves. The movie is directed by Olivier Marchal,a former police officer who spent 12 years with the french police before creating this story,which in part is taken from real facts that happened during the 1980's in France.",12.727685,,,2004-11-24,,Released,6.7,115.0,36th+precinct+2004,fr
"4 Months, 3 Weeks and 2 Days",tt1032846,2009.0,"4 luni, 3 saptamîni si 2 zile",False,,/wVRKGg1lDcS43vyq5ejKtGE5UZA.jpg,852510.0,,,"Gabita is pregnant, abortion is strictly forbidden in Romania during the communist regime. Despite this it is common practice and Gabita wants an abortion. The movie follows her and her friend Otilia during the day she has made the appointment with Mr. Bebe to have the abortion.",9.990406,,,2007-08-24,,Released,7.4,158.0,4+months_+3+weeks+and+2+days+2007,ro
44 Minutes: The North Hollywood Shoot-Out,tt0362389,14842.0,44 Minutes: The North Hollywood Shoot-Out,False,,/l0MQOUvmDo5ncmizUunE0wkIcfg.jpg,10000000.0,,,"After a failed bank robbery, two heavily armed men hold the Los Angeles Police Department at bay for 44 minutes.",1.302154,,,2003-01-01,,Released,6.4,17.0,44+minutes+the+north+hollywood+shoot-out+2003,en
4:44 Last Day on Earth,tt1707391,86820.0,4:44 Last Day on Earth,False,,/1aAWC8Bm4kqtOW3G6XtAChOsR1G.jpg,0.0,,,A look at how a painter and a successful actor spend their last day together before the world comes to an end.,7.716763,,,2011-09-07,,Released,4.4,48.0,444+last+day+on+earth+2011,en
47 Ronin,tt0111170,31334.0,Shijûshichinin no shikaku,False,,/uFlrJADZrpfA496pse0IUE7AlYJ.jpg,0.0,,,"Kon Ichikawa's retelling of the classic true story of Samurai honor. When a young clan lord is forced to commit seppuku (ritual suicide), his loyal followers (now Ronin, masterless Samurai) dedicate their lives to avenging his death.",0.886644,,,1994-10-22,,Released,8.0,3.0,47+ronin+1994,ja
47 Samurai,tt0055850,44662.0,??? ???????,False,,/xbpdmOswgTMeHSnHLohjO7D78aY.jpg,0.0,,,"The story tells of a group of samurai who were left leaderless (becoming ronin) after their daimyo (feudal lord) was forced to commit seppuku (ritual suicide) for assaulting a court official named Kira Yoshinaka, whose title was Kozuke no suke. The ronin avenged their master's honor after patiently waiting and planning for over a year to kill Kira. In turn, the ronin were themselves forced to commit seppuku for committing the crime of murder.",5.127806,,,1962-11-03,,Released,7.1,20.0,47+samurai+1962,ja
5 Centimeters per Second,tt0983213,38142.0,??5???????,False,,/wX7RbjclqHoSWd4NGouDisBHq1o.jpg,5000000.0,,http://5cm.yahoo.co.jp,"Takaki and Akari are two classmates in elementary school. During their time together they have become close friends. Their relationship is tested when Akari moves to another city because of her parents' jobs. Both of them struggle to keep their friendship alive, as time and distance slowly pulls them apart. When Takaki finds out that he is moving further away, he decides to visit Akari one last time.",11.324028,,,2007-03-03,,Released,7.3,403.0,5+centimeters+per+second+2007,ja
5 Dolls for an August Moon,tt0065553,28051.0,5 bambole per la luna d'agosto,False,,/xZFS3RwudBCW3TPVzA7SBWEyAeS.jpg,0.0,,,A group of friends get together in a remote Mediterranean island for a weekend of relaxation. Soon they start turning up dead one by one. The group gets together to determine the identity of the killer amongst them.,1.433703,,,1970-02-14,,Released,5.7,20.0,5+dolls+for+an+august+moon+1970,it
50 Children: The Rescue Mission of Mr. and Mrs. Kraus,tt2131674,202132.0,50 Children: The Rescue Mission of Mr. and Mrs. Kraus,False,,/zq49G05rjlYAqLsxNe1R9ivgU40.jpg,0.0,,,"In the spring of 1939, Gilbert and Eleanor Kraus embarked on a risky and unlikely mission. Traveling into the heart of Nazi Germany, they rescued 50 Jewish children from Vienna and brought them to the United States.",0.054699,,,2013-04-07,,Released,0.0,0.0,50+children+the+rescue+mission+of+mr.+and+mrs.+kraus+2013,en
(500) Days of Summer,tt1022603,19913.0,(500) Days of Summer,False,,/5SjtNPD1bb182vzQccvEUpXHFjN.jpg,7500000.0,,http://500days.com,"Tom (Joseph Gordon-Levitt), greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer (Zooey Deschanel), suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",16.376657,,,2009-07-17,,Released,7.2,2993.0,500+days+of+summer+2009,en
50/50,tt1306980,40807.0,50/50,False,,/uDKmnFHqE3rQ9r6ErQsOZWuzXN8.jpg,8000000.0,,http://www.50-50themovie.com/,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",11.869481,,,2011-09-30,,Released,7.0,1287.0,5050+2011,en
6 Days to Air: The Making of South Park,tt2076781,76360.0,6 Days to Air: The Making of South Park,False,,/inxAHPkyF26J1cusWzLi7rJsGwt.jpg,0.0,,http://www.southparkstudios.com,Viewers will get a look at Parker and Stone's thought process as they approach a new episode and the 24/7 grind they subject themselves to each time the show is in production. The documentary also includes in-depth interviews with Parker and Stone about their working partnership and reflections on highlights from their careers.,1.775803,,,2011-10-09,,Released,7.0,31.0,6+days+to+air+the+making+of+south+park+2011,en
6ixtynin9,tt0235154,33253.0,????????? 69,False,,/bkxhceiETR2HHlub62bK0WkQO44.jpg,0.0,,,"A woman, fired from a financial coorporation during the Asia crisis, returns home with no money. However, she finds a box with a fortune in front of her door, and decides to keep it. However, the people that left it there soon want it back.",0.948699,,,1999-11-19,,Released,7.0,18.0,6ixtynin9+1999,th
7 Boxes,tt2333598,127847.0,7 cajas,False,,/qOCypnmfA4c6F2KrQDE8UOoWkgS.jpg,0.0,,,"Víctor receives an unusual proposal, to carry 7 boxes of unknown content through the Market Number 4 but things get complicated along the way.",3.703585,,,2012-08-10,,Released,6.5,35.0,7+boxes+2012,es
7 Dwarves: The Forest Is Not Enough,tt0461642,10036.0,7 Zwerge - Der Wald ist nicht genug,False,,/p8UJtyb5fcgrGWYab2E6Mn2iIg6.jpg,0.0,,,No overview found.,6.637562,,,2006-10-25,,Released,4.9,44.0,7+dwarves+the+forest+is+not+enough+2006,de
7 Virgins,tt0461894,481.0,7 vírgenes,False,,/vRbhOYl4Z3fuI7lCosyM8VRHW1u.jpg,0.0,,http://www.7virgenes.com/,Tano is 16-years-old and is already sitting in jail. In 48 hours he’s a free man and off to the wedding of his brother. In the two days he recounts his neighborhood in a section of Sevilla.,1.639857,,,2005-10-14,,Released,6.6,7.0,7+virgins+2005,es
'71,tt2614684,252178.0,'71,False,,/b8dmfG84peFdouN2N8wOsiI9WHt.jpg,0.0,,,A young British soldier must find his way back to safety after his unit accidentally abandons him during a riot in the streets of Belfast.,7.08055,,,2014-10-10,,Released,6.7,414.0,71+2014,en
71 Fragments of a Chronology of Chance,tt0109020,32764.0,71 Fragmente einer Chronologie des Zufalls,False,,/u3s5gYDNW5KoaBjZhRZXCiw8kQq.jpg,0.0,,,71 scenes revolving around multiple Viennese residents who are by chance involved with a senseless gun slaughter on Christmas Eve.,2.445019,,,1994-05-18,,Released,7.0,31.0,71+fragments+of+a+chronology+of+chance+1994,de
71: Into the Fire,tt1587729,51200.0,?? ???,False,,/1v4XKKlJJKpUVhaDKy5XWV3A9pG.jpg,10400000.0,,,"A civil war broke out in the 1950s between North and South Korea which changed the country forever. 71: Into the Fire centers on the struggles of 71 student soldiers who fought through the Korean War. Using real people and events based on the opening moves of the Battle of P'ohang-dong, the film exposes the personal and physical conflicts that these students faced when finding themselves on the last line of defense at P'ohang-dong Girl's Middle School against the NKPA's advancement, needing to hold out until back up from other Korean troops and the Allies arrived.",3.106814,,,2010-06-16,,Released,7.0,38.0,71+into+the+fire+2010,en
8 ½ Women,tt0154443,11332.0,8 ½ Women,False,,/9HXeaaFjiNYkkEHmbjnBFfgbqwp.jpg,0.0,,,"After the death of his wife, wealthy businessman Philip Emmenthal and his son Storey open their own private harem in their family residence in Geneva (they get the idea while watching Federico Fellini's 8½ and after Storey is ""given"" a woman, Simato (Inoh), to waive her pachinko debts). They sign one-year contracts with eight (and a half) women to this effect. The women each have a gimmick (one is a nun, another a kabuki performer, etc.). Philip soon becomes dominated by his favourite of the concubines, Palmira, who has no interest in Storey as a lover, despite what their contract might stipulate. Philip dies, the concubines' contracts expire, and Storey is left alone with Giulietta (the titular ""½"", played by Fujiwara) and of course the money and the houses.",1.687388,,,1999-05-22,,Released,6.3,14.0,8++women+1999,en
8½,tt0056801,422.0,8½,False,,/5pQlc8dp5dXzWg1yM70DZrsDpOl.jpg,0.0,,,With 8 ½ Frederico Fellini leaves a self-portrait where dreams and reality are a mix. With help from a most excellent cast and unique scenery this self reflecting film is one of his master works.,6.747516,,,1963-02-14,,Released,7.9,427.0,8+1963,it
8 Days to Premiere,tt0965400,90829.0,8 päivää ensi-iltaan,False,,/yClIMXdgwOgTgbiqz5B8XkqIqdd.jpg,0.0,,,"8 Days to Premiere is a love story set in the world of theater. Romeo and Juliet is to be the season´s grand premiere. Noora, the female lead in the play, breaks her leg at the kickoff party, and Laura, an actress who due to her debilitating stage fright has ended up as the prompter for the play, gets a chance of a lifetime. There are 8 days to the premiere.",0.07436,,,2008-01-25,,Released,5.0,2.0,8+days+to+premiere+2008,en
8: The Mormon Proposition,tt1484522,40428.0,8: The Mormon Proposition,False,,/2gG1a2b0GlzaS2VBeY0vjNHmFY1.jpg,0.0,,,"Filmmaker and ex-Church of Jesus Christ of Latter-day Saints member Reed Cowan examines that church's nationwide efforts to prevent the legalization of gay marriage - including California's Proposition 8, which was passed by voters in 2008. Confidential church documents, statements by high-ranking church officials and other sources detail 30 years of efforts to turn back gay rights, particularly by the Mormon-sponsored National Organization for Marriage.",0.252886,,,2010-01-01,,Released,5.5,6.0,8+the+mormon+proposition+2010,en
800 Bullets,tt0292886,37748.0,800 balas,False,,/kVu5deqPunX9WTYgOnqhBhZpbSg.jpg,0.0,,,"Julián Torralba is a former movie stuntman in Almeria, Spain. He and several of his colleagues, who once made a living in American Westerns shot in Spain, now are reduced to doing stunt shows for minuscule audiences on the decaying set built for those old Westerns. Julián wrestles with dark memories of the death of his son, also a stuntman, and with estrangement from his daughter-in-law Laura and her son Carlos. Carlos, a young boy, becomes intrigued with his late father's life and runs away to join Julián and his band of has-beens. There Carlos is initiated into the rambunctious life of these hard-drinking faux cowboys. But when Laura, a powerful executive looking for a new site for a tourist resort, learns that Carlos has joined the hated Julián, she moves to destroy even this remnant of Julián's once-proud career. Julián and the cowboys decide to fight back the only way they know how.",1.390326,,,2002-10-18,,Released,6.0,19.0,800+bullets+2002,es
8:28 AM,tt1361825,142712.0,8 Uhr 28,False,,/sYFuv6XJ40SLfar6UMToPsrHvtv.jpg,0.0,,,,0.430238,,,2010-09-17,,Released,6.0,3.0,828+am+2010,de
9 Month Stretch,tt2853614,200713.0,9 Mois Ferme,False,,/nuuvBKeMk2MIRelizY6u1LboAjc.jpg,0.0,,,"Ariane Felder is pregnant! This is surprising with her being a young hardened judge with strict morals.  But what is more surprising is that, according to paternity testing, the child's father is none other than Bob, a criminal from the prosecution charged with an atrocious attack!  Ariane doesn't remember any of what has happened, so she has no idea what to expect...",8.765334,,,2013-10-16,,Released,6.3,147.0,9+month+stretch+2013,fr
9 Souls,tt0370244,16976.0,????????,False,,/jzbXnuVppkxyGxcJJ41RDUjOVlf.jpg,0.0,,,"After discovering a hole in their crowded cell, nine prisoners escape their confinement to track down the key of the universe, which a fellow prisoner known as the Counterfeit King said he had hidden.",2.863136,,,2003-07-19,,Released,6.8,14.0,9+souls+2003,ja
9/11,tt0312318,11304.0,9/11,False,,/2mfPGojayBf3uO2EmO6nMPJRO76.jpg,0.0,,,"An on-the-scene documentary following the events of September 11, 2001 from an insider's view, through the lens of two French filmmakers who simply set out to make a movie about a rookie NYC fireman and ended up filming the tragic event that changed our lives forever.",1.48066,,,2002-03-10,,Released,7.6,21.0,911+2002,en
9/11: The Twin Towers,tt0808138,74076.0,9/11: The Twin Towers,False,,/vvSAnVvtaysxC07FQiZMOWVJht.jpg,0.0,,,Discovery Channel documentary,0.038851,,,2006-09-03,,Released,8.0,1.0,911+the+twin+towers+2006,en
99 and 44/100ead,tt0071089,52661.0,99 and 44/100ead,False,,/rSNoE9eaOyjfoLMwbKWwj6upVI0.jpg,0.0,,,"Uncle Frank Kelly calls on Harry Crown to help him in a gang war. The war becomes personal when Harry's new girlfriend is kidnapped by Uncle Frank's enemy, Big Eddie.",0.07852,,,1974-08-29,,Released,3.0,1.0,99+and+44100+dead+1974,en
9to5: Days in Porn,tt1278293,19929.0,9to5: Days in Porn,False,,/kBmMzVW4mfrSwadeqVnZsueS4BA.jpg,0.0,,http://www.9to5-themovie.com/,"9to5 - Days in Porn focuses on the people behind a controversial and multi-billion dollar industry ""The Adult Entertainment industry"". It depicts their stories, each one different, unadorned and authentic, without glorification or prejudice. It delivers deep insight into their personal lives - from glamorous to grotesque - strange, fascinating, offensive, absurd and sometimes funny moments all at once.",1.552852,,,2008-08-24,,Released,6.1,18.0,9to5+days+in+porn+2008,en
A Bay of Blood,tt0067656,5486.0,Reazione a catena,False,,/tgtNELlRmnfvpIrBSv2Wekw7wpM.jpg,0.0,,,"An elderly heiress is killed by her husband who wants control of her fortunes. What ensues is an all-out murder spree as relatives and friends attempt to reduce the inheritance playing field, complicated by some teenagers who decide to camp out in a dilapidated building on the estate.",4.725878,,,1971-08-08,,Released,6.4,53.0,a+bay+of+blood+1971,it
A Beginner's Guide to Endings,tt1516002,88057.0,A Beginner's Guide to Endings,False,,/yVHNGrsIj3FNDg9lgseiZMlHbjJ.jpg,0.0,,,"The film centers on three brothers who, upon learning they only have a few days left to live, set off to reverse a lifetime of mistakes. Hopper and Simmons are playing the brothers' father and uncle, respectively, while Caan is one of the brothers. Helfer is Caan's girlfriend, a woman with a dangerous past.",0.564126,,,2010-09-17,,Released,6.4,11.0,a+beginners+guide+to+endings+2010,en
A Better Tomorrow,tt0092263,11471.0,????,False,,/vAhUCI5s9qT6dkWHudjfxnKdQYj.jpg,0.0,,,"A reforming ex-gangster tries to reconcile with his estranged policeman brother, but the ties to his former gang are difficult to break.",9.488593,,,1986-08-02,,Released,7.3,102.0,a+better+tomorrow+1986,cn
A Better Tomorrow II,tt0094357,18305.0,Ying hung boon sik II,False,,/jGMhlejh59671VYRap1EBtJTNck.jpg,0.0,,,A restaurant owner his ex-con brother and a policeman team up to avenge the murder of his old friends daughter by the Triad.,4.536307,,,1987-12-17,,Released,7.0,48.0,a+better+tomorrow+ii+1987,cn
A Bittersweet Life,tt0456912,11344.0,??? ??,False,,/faWrxjYaYfh9Ee4Vc3XrwoT3fOf.jpg,0.0,,http://www.d-o-e-s.com/collection/bittersweet/index0.html,"Kim Sun-woo is an enforcer and manager for a hotel owned by a cold, calculative crime boss, Kang who assigns Sun-Woo to a simple errand while he is away on a business trip; to shadow his young mistress, Heesoo, for fear that she may be cheating on him with another, younger man, with the mandate that he must kill them both if he discovers their affair.",10.237072,,,2005-03-31,,Released,7.5,170.0,a+bittersweet+life+2005,ko
A Brief Vacation,tt0069823,76452.0,Una breve vacanza,False,,/94Qo6AUjlj1WBmR3mShGUvUa6hP.jpg,0.0,,,"Vittorio De Sica's A Brief Vacation (Una Breva Vacanza) stars Florinda Bolkan as a downtrodden working woman. Forced to support herself, her children, her physically incapacitated husband and her obtrusive brother and mother, Bolkan contracts tuberculosis. She is granted a brief vacation at a health spa, where a whole new world--and potential new life--is opened up to her.",0.41816,,,1973-08-14,,Released,5.3,4.0,a+brief+vacation+1973,en
A Brighter Summer Day,tt0101985,15804.0,?????????,False,,/rUmXrzRxzLiHnAQUyxyuhcLEWNy.jpg,0.0,,,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",3.248978,,,1991-07-27,,Released,8.4,45.0,a+brighter+summer+day+1991,zh
A Brother's Kiss,tt0118783,102878.0,A Brother's Kiss,False,,/oHAiCoFxzYoWSGhigctJTxyIcKj.jpg,0.0,,,"Two brothers, Lex and younger Mick, are living in Harlem. Mick is a policeman, and Lex, who spent youth years in reformatory because of injustice after he confronted the cop who tried to sodomize Mick on the street, is living with his wife Debbie trying to make ends meet and failing. One day Lex calls Mick - he has a problem...",0.92491,,,1997-04-25,,Released,8.0,1.0,a+brothers+kiss+1997,en
A Bug's Life,tt0120623,9487.0,A Bug's Life,False,,/u9qGMRwcPwP0WETxulS5hKUsEum.jpg,120000000.0,,http://movies.disney.com/a-bugs-life,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",16.86921,,,1998-11-25,,Released,6.8,2379.0,a+bugs+life+1998,en
A Burning Hot Summer,tt1740053,80440.0,Un été brûlant,False,,/1NxqWfa9ZvnMNatHcAmjskhEf6Q.jpg,0.0,,,Paul reflects on the summer he met Angèle and Frédéric as he watches his friend being laid to rest.,3.440695,,,2011-09-28,,Released,5.3,14.0,a+burning+hot+summer+2011,fr
A Cab for Three,tt0291507,86126.0,Taxi Para 3,False,,/liWZr2Yq7AEvtQcyDQAsKHiOqp8.jpg,0.0,,,,0.218845,,,2001-08-02,,Released,6.8,3.0,a+cab+for+three+2001,es
A Cat in Paris,tt1673702,52264.0,Une vie de chat,False,,/lYt6VAP26Eu9vOl5OmfwHDp9arg.jpg,0.0,,,"A thrilling mystery that unfurls in the alleys and on the rooftops of the French capital, Paris, over the course of one adventurous evening.",3.40682,,,2010-12-13,,Released,6.5,68.0,a+cat+in+paris+2010,fr
